"","X","Periodo","Índices.y.tasas","General..vivienda.nueva.y.de.segunda.mano","Comunidades.y.Ciudades.Autónomas","value"
"441",441,"2014T1","Variación anual","Vivienda nueva","Nacional",-1.1
"442",442,"2013T4","Variación anual","Vivienda nueva","Nacional",-8
"443",443,"2013T3","Variación anual","Vivienda nueva","Nacional",-7.9
"444",444,"2013T2","Variación anual","Vivienda nueva","Nacional",-12.7
"445",445,"2013T1","Variación anual","Vivienda nueva","Nacional",-12.8
"446",446,"2012T4","Variación anual","Vivienda nueva","Nacional",-10.9
"447",447,"2012T3","Variación anual","Vivienda nueva","Nacional",-13.6
"448",448,"2012T2","Variación anual","Vivienda nueva","Nacional",-12.8
"449",449,"2012T1","Variación anual","Vivienda nueva","Nacional",-11.8
"450",450,"2011T4","Variación anual","Vivienda nueva","Nacional",-8.5
"451",451,"2011T3","Variación anual","Vivienda nueva","Nacional",-5
"452",452,"2011T2","Variación anual","Vivienda nueva","Nacional",-5.2
"453",453,"2011T1","Variación anual","Vivienda nueva","Nacional",-1.9
"454",454,"2010T4","Variación anual","Vivienda nueva","Nacional",-2.1
"455",455,"2010T3","Variación anual","Vivienda nueva","Nacional",-2.6
"456",456,"2010T2","Variación anual","Vivienda nueva","Nacional",-1.7
"457",457,"2010T1","Variación anual","Vivienda nueva","Nacional",-4.2
"458",458,"2009T4","Variación anual","Vivienda nueva","Nacional",-5.1
"459",459,"2009T3","Variación anual","Vivienda nueva","Nacional",-5.6
"460",460,"2009T2","Variación anual","Vivienda nueva","Nacional",-3.9
"461",461,"2009T1","Variación anual","Vivienda nueva","Nacional",-2
"462",462,"2008T4","Variación anual","Vivienda nueva","Nacional",0.8
"463",463,"2008T3","Variación anual","Vivienda nueva","Nacional",3.7
"464",464,"2008T2","Variación anual","Vivienda nueva","Nacional",5.3
"465",465,"2008T1","Variación anual","Vivienda nueva","Nacional",7.2
"466",466,"2007T4","Variación anual","Vivienda nueva","Nacional",9.8
"467",467,"2007T3","Variación anual","Vivienda nueva","Nacional",11.4
"468",468,"2007T2","Variación anual","Vivienda nueva","Nacional",13.3
"469",469,"2007T1","Variación anual","Vivienda nueva","Nacional",13.3
"470",470,"2023T3","Variación en lo que va de año","Vivienda nueva","Nacional",9
"471",471,"2023T2","Variación en lo que va de año","Vivienda nueva","Nacional",4.7
"472",472,"2023T1","Variación en lo que va de año","Vivienda nueva","Nacional",3
"473",473,"2022T4","Variación en lo que va de año","Vivienda nueva","Nacional",6.2
"474",474,"2022T3","Variación en lo que va de año","Vivienda nueva","Nacional",4.2
"475",475,"2022T2","Variación en lo que va de año","Vivienda nueva","Nacional",3.3
"476",476,"2022T1","Variación en lo que va de año","Vivienda nueva","Nacional",3.2
"477",477,"2021T4","Variación en lo que va de año","Vivienda nueva","Nacional",6.1
"478",478,"2021T3","Variación en lo que va de año","Vivienda nueva","Nacional",3.5
"479",479,"2021T2","Variación en lo que va de año","Vivienda nueva","Nacional",0.7
"480",480,"2021T1","Variación en lo que va de año","Vivienda nueva","Nacional",-0.6
"481",481,"2020T4","Variación en lo que va de año","Vivienda nueva","Nacional",8.2
"482",482,"2020T3","Variación en lo que va de año","Vivienda nueva","Nacional",7.6
"483",483,"2020T2","Variación en lo que va de año","Vivienda nueva","Nacional",2.8
"484",484,"2020T1","Variación en lo que va de año","Vivienda nueva","Nacional",5.1
"485",485,"2019T4","Variación en lo que va de año","Vivienda nueva","Nacional",5.3
"486",486,"2019T3","Variación en lo que va de año","Vivienda nueva","Nacional",5.4
"487",487,"2019T2","Variación en lo que va de año","Vivienda nueva","Nacional",3.9
"488",488,"2019T1","Variación en lo que va de año","Vivienda nueva","Nacional",4.3
"489",489,"2018T4","Variación en lo que va de año","Vivienda nueva","Nacional",8
"490",490,"2018T3","Variación en lo que va de año","Vivienda nueva","Nacional",6.8
"491",491,"2018T2","Variación en lo que va de año","Vivienda nueva","Nacional",4.7
"492",492,"2018T1","Variación en lo que va de año","Vivienda nueva","Nacional",2.1
"493",493,"2017T4","Variación en lo que va de año","Vivienda nueva","Nacional",7.4
"494",494,"2017T3","Variación en lo que va de año","Vivienda nueva","Nacional",8
"495",495,"2017T2","Variación en lo que va de año","Vivienda nueva","Nacional",6.3
"496",496,"2017T1","Variación en lo que va de año","Vivienda nueva","Nacional",3.7
"497",497,"2016T4","Variación en lo que va de año","Vivienda nueva","Nacional",4.3
"498",498,"2016T3","Variación en lo que va de año","Vivienda nueva","Nacional",5.8
"499",499,"2016T2","Variación en lo que va de año","Vivienda nueva","Nacional",6.3
"500",500,"2016T1","Variación en lo que va de año","Vivienda nueva","Nacional",2.6
"501",501,"2015T4","Variación en lo que va de año","Vivienda nueva","Nacional",5.8
"502",502,"2015T3","Variación en lo que va de año","Vivienda nueva","Nacional",4.4
"503",503,"2015T2","Variación en lo que va de año","Vivienda nueva","Nacional",3.8
"504",504,"2015T1","Variación en lo que va de año","Vivienda nueva","Nacional",2.2
"505",505,"2014T4","Variación en lo que va de año","Vivienda nueva","Nacional",1.9
"506",506,"2014T3","Variación en lo que va de año","Vivienda nueva","Nacional",2
"507",507,"2014T2","Variación en lo que va de año","Vivienda nueva","Nacional",0.8
"508",508,"2014T1","Variación en lo que va de año","Vivienda nueva","Nacional",0.1
"509",509,"2013T4","Variación en lo que va de año","Vivienda nueva","Nacional",-8
"510",510,"2013T3","Variación en lo que va de año","Vivienda nueva","Nacional",-6.9
"511",511,"2013T2","Variación en lo que va de año","Vivienda nueva","Nacional",-9
"512",512,"2013T1","Variación en lo que va de año","Vivienda nueva","Nacional",-6.8
"513",513,"2012T4","Variación en lo que va de año","Vivienda nueva","Nacional",-10.9
"514",514,"2012T3","Variación en lo que va de año","Vivienda nueva","Nacional",-9.9
"515",515,"2012T2","Variación en lo que va de año","Vivienda nueva","Nacional",-7.2
"516",516,"2012T1","Variación en lo que va de año","Vivienda nueva","Nacional",-4.8
"517",517,"2011T4","Variación en lo que va de año","Vivienda nueva","Nacional",-8.5
"518",518,"2011T3","Variación en lo que va de año","Vivienda nueva","Nacional",-4.7
"519",519,"2011T2","Variación en lo que va de año","Vivienda nueva","Nacional",-2.7
"520",520,"2011T1","Variación en lo que va de año","Vivienda nueva","Nacional",-1.3
"521",521,"2010T4","Variación en lo que va de año","Vivienda nueva","Nacional",-2.1
"522",522,"2010T3","Variación en lo que va de año","Vivienda nueva","Nacional",-1.8
"523",523,"2010T2","Variación en lo que va de año","Vivienda nueva","Nacional",0.4
"524",524,"2010T1","Variación en lo que va de año","Vivienda nueva","Nacional",-1.5
"525",525,"2009T4","Variación en lo que va de año","Vivienda nueva","Nacional",-5.1
"526",526,"2009T3","Variación en lo que va de año","Vivienda nueva","Nacional",-4.3
"527",527,"2009T2","Variación en lo que va de año","Vivienda nueva","Nacional",-3.1
"528",528,"2009T1","Variación en lo que va de año","Vivienda nueva","Nacional",-2.4
"529",529,"2008T4","Variación en lo que va de año","Vivienda nueva","Nacional",0.8
"530",530,"2008T3","Variación en lo que va de año","Vivienda nueva","Nacional",2.2
"531",531,"2008T2","Variación en lo que va de año","Vivienda nueva","Nacional",1.6
"532",532,"2008T1","Variación en lo que va de año","Vivienda nueva","Nacional",0.4
"533",533,"2007T4","Variación en lo que va de año","Vivienda nueva","Nacional",9.8
"534",534,"2007T3","Variación en lo que va de año","Vivienda nueva","Nacional",8.2
"535",535,"2007T2","Variación en lo que va de año","Vivienda nueva","Nacional",6
"536",536,"2007T1","Variación en lo que va de año","Vivienda nueva","Nacional",2.9
"537",537,"2023T3","Índice","Vivienda segunda mano","Nacional",146.922
"538",538,"2023T2","Índice","Vivienda segunda mano","Nacional",143.71
"539",539,"2023T1","Índice","Vivienda segunda mano","Nacional",140.665
"540",540,"2022T4","Índice","Vivienda segunda mano","Nacional",140.353
"541",541,"2022T3","Índice","Vivienda segunda mano","Nacional",142.339
"542",542,"2022T2","Índice","Vivienda segunda mano","Nacional",139.707
"543",543,"2022T1","Índice","Vivienda segunda mano","Nacional",136.511
"544",544,"2021T4","Índice","Vivienda segunda mano","Nacional",133.292
"545",545,"2021T3","Índice","Vivienda segunda mano","Nacional",132.009
"546",546,"2021T2","Índice","Vivienda segunda mano","Nacional",129.522
"547",547,"2021T1","Índice","Vivienda segunda mano","Nacional",126.153
"548",548,"2020T4","Índice","Vivienda segunda mano","Nacional",125.222
"549",549,"2020T3","Índice","Vivienda segunda mano","Nacional",126.58
"550",550,"2020T2","Índice","Vivienda segunda mano","Nacional",125.875
"551",551,"2020T1","Índice","Vivienda segunda mano","Nacional",125.28
"552",552,"2019T4","Índice","Vivienda segunda mano","Nacional",124.72
"553",553,"2019T3","Índice","Vivienda segunda mano","Nacional",125.623
"554",554,"2019T2","Índice","Vivienda segunda mano","Nacional",123.659
"555",555,"2019T1","Índice","Vivienda segunda mano","Nacional",121.97
"556",556,"2018T4","Índice","Vivienda segunda mano","Nacional",120.656
"557",557,"2018T3","Índice","Vivienda segunda mano","Nacional",120.321
"558",558,"2018T2","Índice","Vivienda segunda mano","Nacional",117.752
"559",559,"2018T1","Índice","Vivienda segunda mano","Nacional",114.81
"560",560,"2017T4","Índice","Vivienda segunda mano","Nacional",113.384
"561",561,"2017T3","Índice","Vivienda segunda mano","Nacional",112.131
"562",562,"2017T2","Índice","Vivienda segunda mano","Nacional",110.064
"563",563,"2017T1","Índice","Vivienda segunda mano","Nacional",107.983
"564",564,"2016T4","Índice","Vivienda segunda mano","Nacional",105.803
"565",565,"2016T3","Índice","Vivienda segunda mano","Nacional",105.084
"566",566,"2016T2","Índice","Vivienda segunda mano","Nacional",104.045
"567",567,"2016T1","Índice","Vivienda segunda mano","Nacional",102.533
"568",568,"2015T4","Índice","Vivienda segunda mano","Nacional",101.241
"569",569,"2015T3","Índice","Vivienda segunda mano","Nacional",101.534
"570",570,"2015T2","Índice","Vivienda segunda mano","Nacional",100.852
"571",571,"2015T1","Índice","Vivienda segunda mano","Nacional",96.373
"572",572,"2014T4","Índice","Vivienda segunda mano","Nacional",97.379
"573",573,"2014T3","Índice","Vivienda segunda mano","Nacional",97.131
"574",574,"2014T2","Índice","Vivienda segunda mano","Nacional",97.119
"575",575,"2014T1","Índice","Vivienda segunda mano","Nacional",95.321
"576",576,"2013T4","Índice","Vivienda segunda mano","Nacional",95.713
"577",577,"2013T3","Índice","Vivienda segunda mano","Nacional",96.992
"578",578,"2013T2","Índice","Vivienda segunda mano","Nacional",96.893
"579",579,"2013T1","Índice","Vivienda segunda mano","Nacional",96.996
"580",580,"2012T4","Índice","Vivienda segunda mano","Nacional",103.724
"581",581,"2012T3","Índice","Vivienda segunda mano","Nacional",105.43
"582",582,"2012T2","Índice","Vivienda segunda mano","Nacional",110.242
"583",583,"2012T1","Índice","Vivienda segunda mano","Nacional",114.514
"584",584,"2011T4","Índice","Vivienda segunda mano","Nacional",120.666
"585",585,"2011T3","Índice","Vivienda segunda mano","Nacional",126.055
"586",586,"2011T2","Índice","Vivienda segunda mano","Nacional",130.805
"587",587,"2011T1","Índice","Vivienda segunda mano","Nacional",132.007
"588",588,"2010T4","Índice","Vivienda segunda mano","Nacional",139.816
"589",589,"2010T3","Índice","Vivienda segunda mano","Nacional",139.455
"590",590,"2010T2","Índice","Vivienda segunda mano","Nacional",142.599
"591",591,"2010T1","Índice","Vivienda segunda mano","Nacional",140.838
"592",592,"2009T4","Índice","Vivienda segunda mano","Nacional",142.127
"593",593,"2009T3","Índice","Vivienda segunda mano","Nacional",141.958
"594",594,"2009T2","Índice","Vivienda segunda mano","Nacional",142.616
"595",595,"2009T1","Índice","Vivienda segunda mano","Nacional",142.815
"596",596,"2008T4","Índice","Vivienda segunda mano","Nacional",147.259
"597",597,"2008T3","Índice","Vivienda segunda mano","Nacional",154.722
"598",598,"2008T2","Índice","Vivienda segunda mano","Nacional",160.557
"599",599,"2008T1","Índice","Vivienda segunda mano","Nacional",163.288
"600",600,"2007T4","Índice","Vivienda segunda mano","Nacional",164.973
"601",601,"2007T3","Índice","Vivienda segunda mano","Nacional",169.259
"602",602,"2007T2","Índice","Vivienda segunda mano","Nacional",168.847
"603",603,"2007T1","Índice","Vivienda segunda mano","Nacional",164.358
"604",604,"2023T3","Variación trimestral","Vivienda segunda mano","Nacional",2.2
"605",605,"2023T2","Variación trimestral","Vivienda segunda mano","Nacional",2.2
"606",606,"2023T1","Variación trimestral","Vivienda segunda mano","Nacional",0.2
"607",607,"2022T4","Variación trimestral","Vivienda segunda mano","Nacional",-1.4
"608",608,"2022T3","Variación trimestral","Vivienda segunda mano","Nacional",1.9
"609",609,"2022T2","Variación trimestral","Vivienda segunda mano","Nacional",2.3
"610",610,"2022T1","Variación trimestral","Vivienda segunda mano","Nacional",2.4
"611",611,"2021T4","Variación trimestral","Vivienda segunda mano","Nacional",1
"612",612,"2021T3","Variación trimestral","Vivienda segunda mano","Nacional",1.9
"613",613,"2021T2","Variación trimestral","Vivienda segunda mano","Nacional",2.7
"614",614,"2021T1","Variación trimestral","Vivienda segunda mano","Nacional",0.7
"615",615,"2020T4","Variación trimestral","Vivienda segunda mano","Nacional",-1.1
"616",616,"2020T3","Variación trimestral","Vivienda segunda mano","Nacional",0.6
"617",617,"2020T2","Variación trimestral","Vivienda segunda mano","Nacional",0.5
"618",618,"2020T1","Variación trimestral","Vivienda segunda mano","Nacional",0.4
"619",619,"2019T4","Variación trimestral","Vivienda segunda mano","Nacional",-0.7
"620",620,"2019T3","Variación trimestral","Vivienda segunda mano","Nacional",1.6
"621",621,"2019T2","Variación trimestral","Vivienda segunda mano","Nacional",1.4
"622",622,"2019T1","Variación trimestral","Vivienda segunda mano","Nacional",1.1
"623",623,"2018T4","Variación trimestral","Vivienda segunda mano","Nacional",0.3
"624",624,"2018T3","Variación trimestral","Vivienda segunda mano","Nacional",2.2
"625",625,"2018T2","Variación trimestral","Vivienda segunda mano","Nacional",2.6
"626",626,"2018T1","Variación trimestral","Vivienda segunda mano","Nacional",1.3
"627",627,"2017T4","Variación trimestral","Vivienda segunda mano","Nacional",1.1
"628",628,"2017T3","Variación trimestral","Vivienda segunda mano","Nacional",1.9
"629",629,"2017T2","Variación trimestral","Vivienda segunda mano","Nacional",1.9
"630",630,"2017T1","Variación trimestral","Vivienda segunda mano","Nacional",2.1
"631",631,"2016T4","Variación trimestral","Vivienda segunda mano","Nacional",0.7
"632",632,"2016T3","Variación trimestral","Vivienda segunda mano","Nacional",1
"633",633,"2016T2","Variación trimestral","Vivienda segunda mano","Nacional",1.5
"634",634,"2016T1","Variación trimestral","Vivienda segunda mano","Nacional",1.3
"635",635,"2015T4","Variación trimestral","Vivienda segunda mano","Nacional",-0.3
