"","Provincia","Año_Trimestre","Transacciones"
"1899","Palencia"," 2009_3º","534"
"1900","Palencia"," 2009_4º","518"
"1901","Palencia"," 2010_1º","479"
"1902","Palencia"," 2010_2º","596"
"1903","Palencia"," 2010_3º","303"
"1904","Palencia"," 2010_4º","737"
"1905","Palencia"," 2011_1º","274"
"1906","Palencia"," 2011_2º","306"
"1907","Palencia"," 2011_3º","287"
"1908","Palencia"," 2011_4º","375"
"1909","Palencia"," 2012_1º","198"
"1910","Palencia"," 2012_2º","231"
"1911","Palencia"," 2012_3º","263"
"1912","Palencia"," 2012_4º","525"
"1913","Palencia"," 2013_1º","153"
"1914","Palencia"," 2013_2º","290"
"1915","Palencia"," 2013_3º","227"
"1916","Palencia"," 2013_4º","327"
"1917","Palencia"," 2014_1º","277"
"1918","Palencia"," 2014_2º","241"
"1919","Palencia"," 2014_3º","287"
"1920","Palencia"," 2014_4º","395"
"1921","Palencia"," 2015_1º","270"
"1922","Palencia"," 2015_2º","301"
"1923","Palencia"," 2015_3º","307"
"1924","Palencia"," 2015_4º","340"
"1925","Palencia"," 2016_1º","320"
"1926","Palencia"," 2016_2º","388"
"1927","Palencia"," 2016_3º","280"
"1928","Palencia"," 2016_4º","397"
"1929","Palencia"," 2017_1º","353"
"1930","Palencia"," 2017_2º","410"
"1931","Palencia"," 2017_3º","324"
"1932","Palencia"," 2017_4º","377"
"1933","Palencia"," 2018_1º","342"
"1934","Palencia"," 2018_2º","424"
"1935","Palencia"," 2018_3º","330"
"1936","Palencia"," 2018_4º","440"
"1937","Palencia"," 2019_1º","394"
"1938","Palencia"," 2019_2º","399"
"1939","Palencia"," 2019_3º","421"
"1940","Palencia"," 2019_4º","381"
"1941","Palencia"," 2020_1º","315"
"1942","Palencia"," 2020_2º","204"
"1943","Palencia"," 2020_3º","486"
"1944","Palencia"," 2020_4º","479"
"1945","Palencia"," 2021_1º","478"
"1946","Palencia"," 2021_2º","493"
"1947","Palencia"," 2021_3º","517"
"1948","Palencia"," 2021_4º","560"
"1949","Palencia"," 2022_1º","456"
"1950","Palencia"," 2022_2º","503"
"1951","Palencia"," 2022_3º","507"
"1952","Palencia"," 2022_4º","493"
"1953","Palencia"," 2023_1º","450"
"1954","Palencia"," 2023_2º","507"
"1955","Palencia"," 2023_3º (**)","451"
"1956","Palencia"," 2004_1º","1221"
"1957","Palencia"," 2004_2º","752"
"1958","Palencia"," 2004_3º","716"
"1959","Palencia"," 2004_4º","696"
"1960","Palencia"," 2005_1º","845"
"1961","Palencia"," 2005_2º","960"
"1962","Palencia"," 2005_3º","822"
"1963","Palencia"," 2005_4º","919"
"1964","Palencia"," 2006_1º","837"
"1965","Palencia"," 2006_2º","959"
"1966","Palencia"," 2006_3º","806"
"1967","Palencia"," 2006_4º","872"
"1968","Palencia"," 2007_1º","811"
"1969","Palencia"," 2007_2º","796"
"1970","Palencia"," 2007_3º","617"
"1971","Palencia"," 2007_4º","739"
"1972","Palencia"," 2008_1º","646"
"1973","Palencia"," 2008_2º","514"
"1974","Palencia"," 2008_3º","448"
"1975","Palencia"," 2008_4º","465"
"1976","Salamanca"," 2009_1º","682"
"1977","Salamanca"," 2009_2º","772"
"1978","Salamanca"," 2009_3º","859"
"1979","Salamanca"," 2009_4º","1136"
"1980","Salamanca"," 2010_1º","960"
"1981","Salamanca"," 2010_2º","1223"
"1982","Salamanca"," 2010_3º","664"
"1983","Salamanca"," 2010_4º","1264"
"1984","Salamanca"," 2011_1º","545"
"1985","Salamanca"," 2011_2º","620"
"1986","Salamanca"," 2011_3º","706"
"1987","Salamanca"," 2011_4º","892"
"1988","Salamanca"," 2012_1º","542"
"1989","Salamanca"," 2012_2º","523"
"1990","Salamanca"," 2012_3º","672"
"1991","Salamanca"," 2012_4º","1023"
"1992","Salamanca"," 2013_1º","309"
"1993","Salamanca"," 2013_2º","453"
"1994","Salamanca"," 2013_3º","447"
"1995","Salamanca"," 2013_4º","571"
"1996","Salamanca"," 2014_1º","483"
"1997","Salamanca"," 2014_2º","616"
"1998","Salamanca"," 2014_3º","577"
"1999","Salamanca"," 2014_4º","797"
"2000","Salamanca"," 2015_1º","536"
"2001","Salamanca"," 2015_2º","581"
"2002","Salamanca"," 2015_3º","555"
"2003","Salamanca"," 2015_4º","695"
"2004","Salamanca"," 2016_1º","673"
"2005","Salamanca"," 2016_2º","738"
"2006","Salamanca"," 2016_3º","668"
"2007","Salamanca"," 2016_4º","792"
"2008","Salamanca"," 2017_1º","754"
"2009","Salamanca"," 2017_2º","828"
"2010","Salamanca"," 2017_3º","742"
"2011","Salamanca"," 2017_4º","913"
"2012","Salamanca"," 2018_1º","767"
"2013","Salamanca"," 2018_2º","857"
"2014","Salamanca"," 2018_3º","818"
"2015","Salamanca"," 2018_4º","1011"
"2016","Salamanca"," 2019_1º","852"
"2017","Salamanca"," 2019_2º","832"
"2018","Salamanca"," 2019_3º","805"
"2019","Salamanca"," 2019_4º","864"
"2020","Salamanca"," 2020_1º","713"
"2021","Salamanca"," 2020_2º","436"
"2022","Salamanca"," 2020_3º","918"
"2023","Salamanca"," 2020_4º","988"
"2024","Salamanca"," 2021_1º","853"
"2025","Salamanca"," 2021_2º","1057"
"2026","Salamanca"," 2021_3º","1062"
"2027","Salamanca"," 2021_4º","1219"
"2028","Salamanca"," 2022_1º","1073"
"2029","Salamanca"," 2022_2º","1197"
"2030","Salamanca"," 2022_3º","1119"
"2031","Salamanca"," 2022_4º","1061"
"2032","Salamanca"," 2023_1º","884"
"2033","Salamanca"," 2023_2º","1040"
"2034","Salamanca"," 2023_3º (**)","981"
"2035","Salamanca"," 2004_1º","1077"
"2036","Salamanca"," 2004_2º","1442"
"2037","Salamanca"," 2004_3º","1393"
"2038","Salamanca"," 2004_4º","1594"
"2039","Salamanca"," 2005_1º","1545"
"2040","Salamanca"," 2005_2º","1761"
"2041","Salamanca"," 2005_3º","1785"
"2042","Salamanca"," 2005_4º","1849"
"2043","Salamanca"," 2006_1º","1795"
"2044","Salamanca"," 2006_2º","2507"
"2045","Salamanca"," 2006_3º","1891"
"2046","Salamanca"," 2006_4º","1832"
"2047","Salamanca"," 2007_1º","1715"
"2048","Salamanca"," 2007_2º","1756"
"2049","Salamanca"," 2007_3º","1527"
"2050","Salamanca"," 2007_4º","1592"
"2051","Salamanca"," 2008_1º","1558"
"2052","Salamanca"," 2008_2º","1126"
"2053","Salamanca"," 2008_3º","1073"
"2054","Salamanca"," 2008_4º","901"
"2055","Segovia"," 2009_1º","485"
"2056","Segovia"," 2009_2º","350"
"2057","Segovia"," 2009_3º","385"
"2058","Segovia"," 2009_4º","518"
"2059","Segovia"," 2010_1º","347"
"2060","Segovia"," 2010_2º","637"
"2061","Segovia"," 2010_3º","372"
"2062","Segovia"," 2010_4º","565"
"2063","Segovia"," 2011_1º","289"
"2064","Segovia"," 2011_2º","250"
"2065","Segovia"," 2011_3º","231"
"2066","Segovia"," 2011_4º","364"
"2067","Segovia"," 2012_1º","244"
"2068","Segovia"," 2012_2º","320"
"2069","Segovia"," 2012_3º","292"
"2070","Segovia"," 2012_4º","474"
"2071","Segovia"," 2013_1º","156"
"2072","Segovia"," 2013_2º","255"
"2073","Segovia"," 2013_3º","212"
"2074","Segovia"," 2013_4º","355"
"2075","Segovia"," 2014_1º","232"
"2076","Segovia"," 2014_2º","246"
"2077","Segovia"," 2014_3º","280"
"2078","Segovia"," 2014_4º","400"
"2079","Segovia"," 2015_1º","248"
"2080","Segovia"," 2015_2º","509"
"2081","Segovia"," 2015_3º","321"
"2082","Segovia"," 2015_4º","411"
"2083","Segovia"," 2016_1º","345"
"2084","Segovia"," 2016_2º","410"
"2085","Segovia"," 2016_3º","343"
"2086","Segovia"," 2016_4º","397"
"2087","Segovia"," 2017_1º","435"
"2088","Segovia"," 2017_2º","433"
"2089","Segovia"," 2017_3º","351"
"2090","Segovia"," 2017_4º","463"
"2091","Segovia"," 2018_1º","547"
"2092","Segovia"," 2018_2º","488"
"2093","Segovia"," 2018_3º","472"
"2094","Segovia"," 2018_4º","568"
"2095","Segovia"," 2019_1º","488"
"2096","Segovia"," 2019_2º","511"
"2097","Segovia"," 2019_3º","427"
"2098","Segovia"," 2019_4º","514"
"2099","Segovia"," 2020_1º","376"
"2100","Segovia"," 2020_2º","256"
"2101","Segovia"," 2020_3º","594"
"2102","Segovia"," 2020_4º","748"
"2103","Segovia"," 2021_1º","492"
"2104","Segovia"," 2021_2º","621"
"2105","Segovia"," 2021_3º","641"
"2106","Segovia"," 2021_4º","768"
"2107","Segovia"," 2022_1º","659"
"2108","Segovia"," 2022_2º","708"
"2109","Segovia"," 2022_3º","554"
"2110","Segovia"," 2022_4º","809"
"2111","Segovia"," 2023_1º","650"
"2112","Segovia"," 2023_2º","730"
"2113","Segovia"," 2023_3º (**)","458"
"2114","Segovia"," 2004_1º","562"
"2115","Segovia"," 2004_2º","641"
"2116","Segovia"," 2004_3º","821"
"2117","Segovia"," 2004_4º","907"
"2118","Segovia"," 2005_1º","575"
"2119","Segovia"," 2005_2º","780"
"2120","Segovia"," 2005_3º","769"
"2121","Segovia"," 2005_4º","713"
"2122","Segovia"," 2006_1º","875"
"2123","Segovia"," 2006_2º","721"
"2124","Segovia"," 2006_3º","671"
"2125","Segovia"," 2006_4º","770"
"2126","Segovia"," 2007_1º","772"
"2127","Segovia"," 2007_2º","682"
"2128","Segovia"," 2007_3º","808"
"2129","Segovia"," 2007_4º","681"
"2130","Segovia"," 2008_1º","738"
"2131","Segovia"," 2008_2º","588"
"2132","Segovia"," 2008_3º","529"
"2133","Segovia"," 2008_4º","469"
"2134","Soria"," 2009_1º","280"
"2135","Soria"," 2009_2º","378"
"2136","Soria"," 2009_3º","219"
"2137","Soria"," 2009_4º","511"
"2138","Soria"," 2010_1º","365"
"2139","Soria"," 2010_2º","300"
"2140","Soria"," 2010_3º","196"
"2141","Soria"," 2010_4º","471"
"2142","Soria"," 2011_1º","137"
"2143","Soria"," 2011_2º","204"
"2144","Soria"," 2011_3º","208"
"2145","Soria"," 2011_4º","292"
"2146","Soria"," 2012_1º","132"
"2147","Soria"," 2012_2º","171"
"2148","Soria"," 2012_3º","237"
"2149","Soria"," 2012_4º","465"
"2150","Soria"," 2013_1º","80"
"2151","Soria"," 2013_2º","182"
"2152","Soria"," 2013_3º","220"
"2153","Soria"," 2013_4º","221"
"2154","Soria"," 2014_1º","123"
"2155","Soria"," 2014_2º","182"
"2156","Soria"," 2014_3º","188"
"2157","Soria"," 2014_4º","246"
"2158","Soria"," 2015_1º","161"
"2159","Soria"," 2015_2º","195"
"2160","Soria"," 2015_3º","214"
"2161","Soria"," 2015_4º","208"
"2162","Soria"," 2016_1º","161"
"2163","Soria"," 2016_2º","237"
"2164","Soria"," 2016_3º","189"
"2165","Soria"," 2016_4º","245"
"2166","Soria"," 2017_1º","186"
"2167","Soria"," 2017_2º","205"
"2168","Soria"," 2017_3º","198"
"2169","Soria"," 2017_4º","260"
"2170","Soria"," 2018_1º","216"
"2171","Soria"," 2018_2º","223"
"2172","Soria"," 2018_3º","252"
"2173","Soria"," 2018_4º","300"
"2174","Soria"," 2019_1º","251"
"2175","Soria"," 2019_2º","358"
"2176","Soria"," 2019_3º","260"
"2177","Soria"," 2019_4º","286"
"2178","Soria"," 2020_1º","206"
"2179","Soria"," 2020_2º","102"
"2180","Soria"," 2020_3º","360"
"2181","Soria"," 2020_4º","383"
"2182","Soria"," 2021_1º","219"
"2183","Soria"," 2021_2º","330"
"2184","Soria"," 2021_3º","364"
"2185","Soria"," 2021_4º","426"
"2186","Soria"," 2022_1º","428"
"2187","Soria"," 2022_2º","378"
"2188","Soria"," 2022_3º","321"
"2189","Soria"," 2022_4º","395"
"2190","Soria"," 2023_1º","319"
"2191","Soria"," 2023_2º","391"
"2192","Soria"," 2023_3º (**)","307"
"2193","Soria"," 2004_1º","514"
"2194","Soria"," 2004_2º","534"
"2195","Soria"," 2004_3º","428"
"2196","Soria"," 2004_4º","418"
"2197","Soria"," 2005_1º","178"
"2198","Soria"," 2005_2º","210"
"2199","Soria"," 2005_3º","245"
"2200","Soria"," 2005_4º","260"
"2201","Soria"," 2006_1º","308"
"2202","Soria"," 2006_2º","461"
"2203","Soria"," 2006_3º","625"
"2204","Soria"," 2006_4º","457"
"2205","Soria"," 2007_1º","503"
"2206","Soria"," 2007_2º","447"
"2207","Soria"," 2007_3º","439"
"2208","Soria"," 2007_4º","406"
"2209","Soria"," 2008_1º","368"
"2210","Soria"," 2008_2º","355"
"2211","Soria"," 2008_3º","355"
"2212","Soria"," 2008_4º","255"
"2213","Valladolid"," 2009_1º","1105"
"2214","Valladolid"," 2009_2º","1333"
"2215","Valladolid"," 2009_3º","1279"
"2216","Valladolid"," 2009_4º","1449"
"2217","Valladolid"," 2010_1º","1580"
"2218","Valladolid"," 2010_2º","2013"
"2219","Valladolid"," 2010_3º","886"
"2220","Valladolid"," 2010_4º","1946"
"2221","Valladolid"," 2011_1º","803"
"2222","Valladolid"," 2011_2º","1009"
"2223","Valladolid"," 2011_3º","855"
"2224","Valladolid"," 2011_4º","1202"
"2225","Valladolid"," 2012_1º","785"
"2226","Valladolid"," 2012_2º","1002"
"2227","Valladolid"," 2012_3º","673"
"2228","Valladolid"," 2012_4º","1401"
"2229","Valladolid"," 2013_1º","429"
"2230","Valladolid"," 2013_2º","716"
"2231","Valladolid"," 2013_3º","622"
"2232","Valladolid"," 2013_4º","923"
"2233","Valladolid"," 2014_1º","777"
"2234","Valladolid"," 2014_2º","820"
"2235","Valladolid"," 2014_3º","733"
"2236","Valladolid"," 2014_4º","1122"
"2237","Valladolid"," 2015_1º","786"
"2238","Valladolid"," 2015_2º","1028"
"2239","Valladolid"," 2015_3º","834"
"2240","Valladolid"," 2015_4º","978"
"2241","Valladolid"," 2016_1º","967"
"2242","Valladolid"," 2016_2º","1123"
"2243","Valladolid"," 2016_3º","997"
"2244","Valladolid"," 2016_4º","1313"
"2245","Valladolid"," 2017_1º","1258"
"2246","Valladolid"," 2017_2º","1311"
"2247","Valladolid"," 2017_3º","1078"
"2248","Valladolid"," 2017_4º","1429"
"2249","Valladolid"," 2018_1º","1415"
"2250","Valladolid"," 2018_2º","1702"
"2251","Valladolid"," 2018_3º","1332"
"2252","Valladolid"," 2018_4º","1464"
"2253","Valladolid"," 2019_1º","1380"
"2254","Valladolid"," 2019_2º","1449"
"2255","Valladolid"," 2019_3º","1199"
"2256","Valladolid"," 2019_4º","1451"
"2257","Valladolid"," 2020_1º","1275"
"2258","Valladolid"," 2020_2º","771"
"2259","Valladolid"," 2020_3º","1497"
"2260","Valladolid"," 2020_4º","1585"
"2261","Valladolid"," 2021_1º","1555"
"2262","Valladolid"," 2021_2º","1809"
"2263","Valladolid"," 2021_3º","1620"
"2264","Valladolid"," 2021_4º","1911"
"2265","Valladolid"," 2022_1º","1680"
"2266","Valladolid"," 2022_2º","1791"
"2267","Valladolid"," 2022_3º","1574"
"2268","Valladolid"," 2022_4º","1706"
"2269","Valladolid"," 2023_1º","1689"
"2270","Valladolid"," 2023_2º","1654"
"2271","Valladolid"," 2023_3º (**)","1333"
"2272","Valladolid"," 2004_1º","1760"
"2273","Valladolid"," 2004_2º","2245"
"2274","Valladolid"," 2004_3º","2147"
"2275","Valladolid"," 2004_4º","2643"
"2276","Valladolid"," 2005_1º","2140"
"2277","Valladolid"," 2005_2º","2811"
"2278","Valladolid"," 2005_3º","2194"
"2279","Valladolid"," 2005_4º","2456"
"2280","Valladolid"," 2006_1º","2596"
"2281","Valladolid"," 2006_2º","2496"
"2282","Valladolid"," 2006_3º","2418"
"2283","Valladolid"," 2006_4º","2882"
"2284","Valladolid"," 2007_1º","2472"
"2285","Valladolid"," 2007_2º","2445"
"2286","Valladolid"," 2007_3º","2020"
"2287","Valladolid"," 2007_4º","2219"
"2288","Valladolid"," 2008_1º","1878"
"2289","Valladolid"," 2008_2º","1534"
"2290","Valladolid"," 2008_3º","1146"
"2291","Valladolid"," 2008_4º","1316"
"2292","Zamora"," 2009_1º","433"
"2293","Zamora"," 2009_2º","636"
"2294","Zamora"," 2009_3º","505"
"2295","Zamora"," 2009_4º","509"
"2296","Zamora"," 2010_1º","400"
"2297","Zamora"," 2010_2º","528"
"2298","Zamora"," 2010_3º","368"
"2299","Zamora"," 2010_4º","648"
"2300","Zamora"," 2011_1º","320"
"2301","Zamora"," 2011_2º","328"
"2302","Zamora"," 2011_3º","308"
"2303","Zamora"," 2011_4º","470"
"2304","Zamora"," 2012_1º","312"
"2305","Zamora"," 2012_2º","298"
"2306","Zamora"," 2012_3º","274"
"2307","Zamora"," 2012_4º","505"
"2308","Zamora"," 2013_1º","186"
"2309","Zamora"," 2013_2º","299"
"2310","Zamora"," 2013_3º","228"
"2311","Zamora"," 2013_4º","337"
"2312","Zamora"," 2014_1º","251"
"2313","Zamora"," 2014_2º","259"
"2314","Zamora"," 2014_3º","292"
"2315","Zamora"," 2014_4º","356"
"2316","Zamora"," 2015_1º","253"
"2317","Zamora"," 2015_2º","279"
"2318","Zamora"," 2015_3º","303"
"2319","Zamora"," 2015_4º","318"
"2320","Zamora"," 2016_1º","266"
"2321","Zamora"," 2016_2º","313"
"2322","Zamora"," 2016_3º","326"
"2323","Zamora"," 2016_4º","360"
"2324","Zamora"," 2017_1º","318"
"2325","Zamora"," 2017_2º","319"
"2326","Zamora"," 2017_3º","371"
"2327","Zamora"," 2017_4º","395"
"2328","Zamora"," 2018_1º","370"
"2329","Zamora"," 2018_2º","369"
"2330","Zamora"," 2018_3º","368"
"2331","Zamora"," 2018_4º","380"
"2332","Zamora"," 2019_1º","340"
"2333","Zamora"," 2019_2º","396"
"2334","Zamora"," 2019_3º","313"
"2335","Zamora"," 2019_4º","416"
"2336","Zamora"," 2020_1º","277"
"2337","Zamora"," 2020_2º","196"
"2338","Zamora"," 2020_3º","496"
"2339","Zamora"," 2020_4º","449"
"2340","Zamora"," 2021_1º","457"
"2341","Zamora"," 2021_2º","465"
"2342","Zamora"," 2021_3º","553"
"2343","Zamora"," 2021_4º","542"
"2344","Zamora"," 2022_1º","489"
"2345","Zamora"," 2022_2º","600"
"2346","Zamora"," 2022_3º","539"
"2347","Zamora"," 2022_4º","515"
"2348","Zamora"," 2023_1º","456"
"2349","Zamora"," 2023_2º","485"
"2350","Zamora"," 2023_3º (**)","455"
"2351","Zamora"," 2004_1º","585"
"2352","Zamora"," 2004_2º","658"
"2353","Zamora"," 2004_3º","876"
"2354","Zamora"," 2004_4º","786"
"2355","Zamora"," 2005_1º","670"
"2356","Zamora"," 2005_2º","605"
"2357","Zamora"," 2005_3º","840"
"2358","Zamora"," 2005_4º","1036"
"2359","Zamora"," 2006_1º","882"
"2360","Zamora"," 2006_2º","812"
"2361","Zamora"," 2006_3º","702"
"2362","Zamora"," 2006_4º","1021"
"2363","Zamora"," 2007_1º","790"
"2364","Zamora"," 2007_2º","801"
"2365","Zamora"," 2007_3º","764"
"2366","Zamora"," 2007_4º","765"
"2367","Zamora"," 2008_1º","657"
"2368","Zamora"," 2008_2º","543"
"2369","Zamora"," 2008_3º","700"
"2370","Zamora"," 2008_4º","634"
"2371","Castilla-La Mancha"," 2009_1º","5892"
"2372","Castilla-La Mancha"," 2009_2º","5973"
"2373","Castilla-La Mancha"," 2009_3º","5516"
"2374","Castilla-La Mancha"," 2009_4º","6429"
"2375","Castilla-La Mancha"," 2010_1º","5199"
"2376","Castilla-La Mancha"," 2010_2º","7778"
"2377","Castilla-La Mancha"," 2010_3º","3957"
"2378","Castilla-La Mancha"," 2010_4º","7446"
"2379","Castilla-La Mancha"," 2011_1º","3390"
"2380","Castilla-La Mancha"," 2011_2º","4464"
"2381","Castilla-La Mancha"," 2011_3º","3253"
"2382","Castilla-La Mancha"," 2011_4º","5922"
"2383","Castilla-La Mancha"," 2012_1º","3391"
"2384","Castilla-La Mancha"," 2012_2º","4613"
"2385","Castilla-La Mancha"," 2012_3º","3626"
"2386","Castilla-La Mancha"," 2012_4º","6452"
"2387","Castilla-La Mancha"," 2013_1º","2514"
"2388","Castilla-La Mancha"," 2013_2º","3384"
"2389","Castilla-La Mancha"," 2013_3º","2832"
"2390","Castilla-La Mancha"," 2013_4º","3722"
"2391","Castilla-La Mancha"," 2014_1º","3494"
"2392","Castilla-La Mancha"," 2014_2º","3641"
"2393","Castilla-La Mancha"," 2014_3º","3192"
"2394","Castilla-La Mancha"," 2014_4º","4086"
"2395","Castilla-La Mancha"," 2015_1º","3215"
"2396","Castilla-La Mancha"," 2015_2º","3698"
"2397","Castilla-La Mancha"," 2015_3º","3313"
"2398","Castilla-La Mancha"," 2015_4º","4062"
"2399","Castilla-La Mancha"," 2016_1º","3652"
"2400","Castilla-La Mancha"," 2016_2º","4321"
"2401","Castilla-La Mancha"," 2016_3º","3542"
"2402","Castilla-La Mancha"," 2016_4º","4750"
"2403","Castilla-La Mancha"," 2017_1º","4865"
"2404","Castilla-La Mancha"," 2017_2º","5254"
"2405","Castilla-La Mancha"," 2017_3º","4448"
"2406","Castilla-La Mancha"," 2017_4º","6075"
"2407","Castilla-La Mancha"," 2018_1º","5252"
"2408","Castilla-La Mancha"," 2018_2º","6278"
"2409","Castilla-La Mancha"," 2018_3º","5353"
"2410","Castilla-La Mancha"," 2018_4º","6743"
"2411","Castilla-La Mancha"," 2019_1º","5842"
"2412","Castilla-La Mancha"," 2019_2º","6341"
"2413","Castilla-La Mancha"," 2019_3º","5136"
"2414","Castilla-La Mancha"," 2019_4º","6763"
"2415","Castilla-La Mancha"," 2020_1º","4654"
"2416","Castilla-La Mancha"," 2020_2º","3133"
"2417","Castilla-La Mancha"," 2020_3º","6291"
"2418","Castilla-La Mancha"," 2020_4º","7319"
"2419","Castilla-La Mancha"," 2021_1º","6029"
"2420","Castilla-La Mancha"," 2021_2º","7939"
"2421","Castilla-La Mancha"," 2021_3º","6775"
"2422","Castilla-La Mancha"," 2021_4º","8860"
"2423","Castilla-La Mancha"," 2022_1º","7643"
"2424","Castilla-La Mancha"," 2022_2º","8453"
"2425","Castilla-La Mancha"," 2022_3º","6855"
"2426","Castilla-La Mancha"," 2022_4º","7548"
"2427","Castilla-La Mancha"," 2023_1º","7028"
"2428","Castilla-La Mancha"," 2023_2º","7610"
"2429","Castilla-La Mancha"," 2023_3º (**)","6344"
"2430","Castilla-La Mancha"," 2004_1º","7569"
"2431","Castilla-La Mancha"," 2004_2º","8213"
"2432","Castilla-La Mancha"," 2004_3º","8029"
"2433","Castilla-La Mancha"," 2004_4º","9648"
"2434","Castilla-La Mancha"," 2005_1º","8162"
"2435","Castilla-La Mancha"," 2005_2º","10110"
"2436","Castilla-La Mancha"," 2005_3º","10271"
"2437","Castilla-La Mancha"," 2005_4º","10996"
"2438","Castilla-La Mancha"," 2006_1º","10134"
"2439","Castilla-La Mancha"," 2006_2º","10777"
"2440","Castilla-La Mancha"," 2006_3º","11042"
"2441","Castilla-La Mancha"," 2006_4º","12987"
"2442","Castilla-La Mancha"," 2007_1º","10957"
"2443","Castilla-La Mancha"," 2007_2º","10504"
"2444","Castilla-La Mancha"," 2007_3º","10828"
"2445","Castilla-La Mancha"," 2007_4º","12931"
"2446","Castilla-La Mancha"," 2008_1º","10558"
"2447","Castilla-La Mancha"," 2008_2º","9418"
